,Unnamed: 0,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length,proba_F,proba_T,predicted_tf_type
0,2535,"she refuses to talk to me and told my mom her grand mother that she is remembering things from the past i dont know what to do my daughter blames me and swears she hates me

my parents say i should just let my daughter live with her dad but i dont see how i could fix things if i only see her every other weekend what should i do",family conflictparenting,sorry to hear about your high degree of stresshow old is your daughterwho abused yours daughterthe answers make a difference to your decisionobviously if the father was the abuser then unless your ex demonstrates to you and you believe he will not abuse her your daughter should stay with youif someone other than the father was the abuser and the father has a good relationship with your daughter then it is possible that the time away from your household will give each of you time away from arguing with one anotherwhat does your daughter tell you she wantsher wishes must be considered toorelationships can be fixed   sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other,1,1,758,0.2042892829969848,0.7957107170030152,T
1,668,"she refuses to talk to me and told my mom her grand mother that she is remembering things from the past i dont know what to do my daughter blames me and swears she hates me
   my parents say i should just let my daughter live with her dad but i dont see how i could fix things if i only see her every other weekend what should i do",parenting,sorry to hear about your high degree of stresshow old is your daughterwho abused yours daughterthe answers make a difference to your decisionobviously if the father was the abuser then unless your ex demonstrates to you and you believe he will not abuse her your daughter should stay with youif someone other than the father was the abuser and the father has a good relationship with your daughter then it is possible that the time away from your household will give each of you time away from arguing with one anotherwhat does your daughter tell you she wantsher wishes must be considered toorelationships can be fixed   sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other,1,1,758,0.2042892829969848,0.7957107170030152,T
2,1153,i have no idea what happened i go places and do things but still feel lonely i honestly have no friends and i am always the one texting people and bothering people i feel invisible like someone that no one wants to be around,intimacy,a lot of times any and each of us creates what we need for ourselves by seeing other people as creating these circumstances and situationsis it possible that at this time period in your life being alone is positive for sorting through your true values or sorting through key situations in your lifeif yes then possibly you are giving yourself some alone time even though to some degree being alone is not your first choiceat the very least since you arent happy with being the one who texts others then some alone time may encourage new thoughts and ideas creating more open space within you to attract other people who do enjoy texting you firstalso most relationships are not forever  is it possible you are at a phase when some relationships are simply closing down so that you have clear space within your life for new and different activity,1,1,845,0.2274724785167805,0.7725275214832195,T
3,1638,im having a quinceañera and the girls dont like their dresses they never told me and now its a week away i dont know what to do,socialrelationships,how did you find out that the girls arent happy with their dressesdid you hear this directly from one of them or is this third hand information that someone else told you about one of the girls in your partythe answer matters because gossiping instead of directly telling you about a problem is a problem in itselfi suggest a conversation with the entire group of girls in which you tell them how you actually are feeling about their opinions about the dressesone topic you may consider bringing up is what everyone expects to get out of the party  are they coming because they like one another and wearing a dress in which the girl is happy is only one way of having fun togetheryou may learn a great deal as to the difference in values about a quinceaña among you and your friendsi hope youll have a fun party,1,1,811,0.2294504498127397,0.7705495501872602,T
4,371,i am a really shy person im currently in a graduate program which requires lots of presentations but they always make me feel stressed out and less confident how can i get more confident,anxiety,i wanted to share these two short books see below you could also look into working on your throat chakra which deals with speaking your truth selfexpression  being heard  communication crunch high impact communication,1,1,217,0.2426075324698265,0.7573924675301734,T
5,1373,i dont know how to tell someone how i feel about them how can i get better at expressing how i feel,relationships,i wanted to share these two short books see below you could also look into working on your throat chakra which deals with speaking your truth selfexpression  being heard  communication crunch high impact communication,1,1,217,0.2426075324698265,0.7573924675301734,T
6,2782,"we rent from from my boyfriends parents his father drops by unannounced and stays for long periods of time he lets himself into our home when we arent there on a daily basis and takes our dogs to his house he picks up our mail he has no boundaries 

hes an opinionated rude pushy person he expects to spend every weekend around us gives unsolicited advice on child rearing and does not respect our privacy at all he barges in with no warning he has a key and lets himself into our house without asking permission i need help how do i address this",family conflictrelationships,youre expecting reasonable behaviors from your boyfriends fathersince the father is his your boyfriend is the person in position to speak directly with his dad about the expectations you and he have of the fatherif your boyfriend has a good relationship w his dad which is not what this sounds like then greatif your boyfriend has a stressed and tense relationship w his dad then somehow he needs to develop or be coached and encouraged by the people in his life who truly care about and know him a way to state the very reasonable standards you describe hereif all else fails then a new living space is always another possibility,1,1,630,0.2470997235850046,0.7529002764149954,T
7,1227,we rent from from my boyfriends parents his father drops by unannounced and stays for long periods of time he lets himself into our home when we arent there on a daily basis and takes our dogs to his house he picks up our mail he has no boundaries    hes an opinionated rude pushy person he expects to spend every weekend around us gives unsolicited advice on child rearing and does not respect our privacy at all he barges in with no warning he has a key and lets himself into our house without asking permission i need help how do i address this,familyconflict,youre expecting reasonable behaviors from your boyfriends fathersince the father is his your boyfriend is the person in position to speak directly with his dad about the expectations you and he have of the fatherif your boyfriend has a good relationship w his dad which is not what this sounds like then greatif your boyfriend has a stressed and tense relationship w his dad then somehow he needs to develop or be coached and encouraged by the people in his life who truly care about and know him a way to state the very reasonable standards you describe hereif all else fails then a new living space is always another possibility,1,1,630,0.2470997235850046,0.7529002764149954,T
8,840,does this go against any ethical codes are there legal ramifications,workplacerelationships,generally the ethical codes only prohibit relationships with clients there are however a few types of counselortocounselor relationships that are prohibited by the ethics codes such prohibited relationships include those between supervisors and supervisees between professors and students or any time the relationship might negatively impact your or their clients lastly some workplaces have rules against dating coworkers it would be a good idea to check if there is such a rule that applies to you,1,1,499,0.2474664057964085,0.7525335942035914,T
9,1427,i really like this guy and i think he likes me back but his sister is my bestfriend im afraid that if i tell her i have a crush on her brother she would loose it i once told her i thought her brother was cute and she got really angry ive gotten to know her brother better lately and ive realized he may actually feel the same way i dont want to lose her friendship what do i do,relationships,do you and the brother to whom you feel attracted ever see each other or are in surroundings in which the sisteryour friend isntif yes then this gives you the chance to find out whether you and the brother actually do like each otherif no then definitely have a private and direct conversation with your friend about the fact youre attracted to the brotherfind out the reason your friend becomes angry to hear you like the brotheranything is possible from shed like to warn you about qualities in her brother which you may not know and if you did wouldnt like or react negativelyor if protection isnt your friends reason then maybe shes fearful to lose your friendship if you start a relationship with the brotherfriends are people who care about each others lives  let your friendship with this girl work on behalf of each of you,1,1,830,0.2597950579465941,0.7402049420534059,T
10,1420,i met this girl in high school she had switched schools at the end of the year and i have not seen her since its been a few years we had a very good and friendly relationship and we seemed to have a lot in common i never gained the courage to ask her out,relationships,one way to make good use of the situation you describe is to prepare and rehearse within yourself the way youd handle a similar situation in the futuresince a lot of time has gone by since you and this girl saw each other on a regular basis right now youve got no idea if youd feel the same way about her today as you did a few years agothe relationship does point out the priorities and values you hold for a potential partner  that you liked the friendliness you shared is good for you to recognize  this way you realize you like friendship as a relationship property  to have lots of similar interests is another quality you appreciate in a partnerthe more you know about what you do and dont like in a partner the greater your chance to notice these qualities in someone new who comes along your path,1,1,804,0.263969566648399,0.736030433351601,T
11,1108,he said that if i were to visit my mother he will be gone when i get back my boyfriend and i hit a rough patch in our relationship a few months back and my mom had a few choice words with him,intimacy,your boyfriend and you have a separate relationship than your relationship with your mother   by trying to control whether or not you visit your mom unless you are in agreement with this is building tension between you and himask why he resents your interest to see your motherif he is insecure to the point where he fears your mother will influence your opinion about him then trying to prevent you from visiting your mom is itself creating negativity in you toward himif something still bothers him about the problems you both had several months ago then talking about these problems will do more to clear the air between the two of you than him trying to interfere in your relationship with your mother,1,1,705,0.2642642640857559,0.7357357359142441,T
12,2701,"i am in a high stress position for a tech company i am being overworked and underpaid for my contributions and it is not only giving me anxiety but also demoralizing

what can i do to manage my stress",stressworkplace relationships,recognize your reason for continuing to work for this placesometimes overworked and underpaid is tolerable bc of the valuable learning which the person will take with them when theyve decided the time has come for these lessons to endor are you in this place bc it is an easy commute to your home or fits well with other parts of your life such as education or some health related programas long as you have a good reason to be there you will feel there is good purposeif there is no good purpose and every day you wake up to work for a place you cant stand then its time to look for a new position,1,1,598,0.268929582444859,0.731070417555141,T
13,824,"i am in a high stress position for a tech company i am being overworked and underpaid for my contributions and it is not only giving me anxiety but also demoralizing
   what can i do to manage my stress",workplacerelationships,recognize your reason for continuing to work for this placesometimes overworked and underpaid is tolerable bc of the valuable learning which the person will take with them when theyve decided the time has come for these lessons to endor are you in this place bc it is an easy commute to your home or fits well with other parts of your life such as education or some health related programas long as you have a good reason to be there you will feel there is good purposeif there is no good purpose and every day you wake up to work for a place you cant stand then its time to look for a new position,1,1,598,0.268929582444859,0.731070417555141,T
14,1963,"my therapist is gay so there are no sexual issues here however my therapist for six years has made me believe that he cares about me and that we are friends i have loaned money to him many times and he always paid me back

i had a medical emergency last weekend and i was heavily medicated i knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me but this therapist dropped me off and never came again  i dont know what to do",professional ethics,im sorry to hear that this has happened counselors are legally and ethically required to make sure that they always put the wellbeing of their clients above their own interests in addition counselor ethical rules and the laws in just about every state make it illegal for counselors to take advantage of a client financially a counselor borrowing money from a client even if the counselor pays it back would usually be considered to be taking advantage of the clientthere are a few options you have at this point if you cant or dont want to continue to try to contact him directly you can file a complaint with your states regulatory board and let them know what has happened  an investigator will then look into the situation for you  another option would be for you to find a different counsleor who can provide you with an independent and netural point of view to help you figure out how you want to handle this situation,1,1,924,0.2692051653042947,0.7307948346957053,T
15,1604,"my therapist is gay so there are no sexual issues here however my therapist for six years has made me believe that he cares about me and that we are friends i have loaned money to him many times and he always paid me back
   i had a medical emergency last weekend and i was heavily medicated i knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me but this therapist dropped me off and never came again i dont know what to do",professionalethics,im sorry to hear that this has happened counselors are legally and ethically required to make sure that they always put the wellbeing of their clients above their own interests in addition counselor ethical rules and the laws in just about every state make it illegal for counselors to take advantage of a client financially a counselor borrowing money from a client even if the counselor pays it back would usually be considered to be taking advantage of the clientthere are a few options you have at this point if you cant or dont want to continue to try to contact him directly you can file a complaint with your states regulatory board and let them know what has happened  an investigator will then look into the situation for you  another option would be for you to find a different counsleor who can provide you with an independent and netural point of view to help you figure out how you want to handle this situation,1,1,924,0.2692051653042947,0.7307948346957053,T
16,1294,she is living with her boyfriend of seven years he is in therapy for depression and social anxiety he hasnt worked in all this time,familyconflict,congrats on your upcoming grandchilddoes your daughter want you to break news of her pregnancy to the familytalk with your daughter first whether or not she would like you to tell other family membersalso given the other facts you mention in your post if household and financial management are areas you feel your daughter is vulnerable then bring up these topics toostay open minded about your daughter having views which are different from yours,1,1,447,0.271571546939816,0.728428453060184,T
17,239,i have a severe back problem ive had  major and several minor operations but im still in constant pain how can i deal with the depression from this chronic pain,depression,chronic pain at the back likely results from a few areasll kidney zone most likely lower backbone spurs fused discs and slipped discs caused by connective tissue weakness and calcium deposits used to neutralize highly acidic areasthe depression will evaporate when the chronic pain is drained out through natural meanspharmaceutical means will simply extend the pain and cause it to deepen over time not solving the problemremember medical doctors suppress natural doctors cure,1,1,477,0.2727324968625864,0.7272675031374136,T
18,210,im in my early s ive worked since two months after i turned  i have plans i could become an electrician or i could operate heavy machinery i have goals but i do nothing to try to meet them because i dont feel i can i just want a better life for my fiancée and the kids than i did,depression,if youre not following the goals you gave yourself there are two possibilitiesyou dont really like your goalsyou selfsabotage and prevent yourself from your own strengths and accomplishmentsthink through each of theseif youve set goals which arent true to your nature then intuitively some part of you will reject themif you selfsabotage get in your own way from achieving what you truly would like then ask questions of yourself around whether you feel undeserving of success,1,1,476,0.2757728733768412,0.7242271266231588,T
19,1560,my doctor seems to think i am in danger of having one i neglected to ask how this was different than an episode i have been formally diagnosed with bipolar type ,behavioralchange,i do not think there is such a thing as a psychotic seizure however there is something called a pseduoseizure or psychogenic nonepileptic seizure basically this is when a person shows signs of a fullon seizure such as falling and convulsing but they are not producing brain waves consistent with a seizure psedoseizures tend to be brought on by high stress emotional challenges and trauma history you can learn more here httpswwwncbinlmnihgovbooksnbk still the best way to now what your doctor meant would be to ask them ,1,1,521,0.2792627117357603,0.7207372882642397,T
20,1263,i have known i was always different this year in december i found out that i never felt female i did research and have identified myself as male but dont know how to tell my dad,familyconflict,in part the answer depends on your ageif you are legally a minor then consulting with a doctor for guidance on transitioning will require your father or whoever else pays for your health insurancethe way to tell him if it is a necessity and even if you are older and would like him to know your truth is as followsknow the reason for your hesitancy to speak with himthis  way you can anticipate and to some degree rehearse your answerstell him the truth about your own difficulty to speak about the topic  people usually soften if they feel you appeal to their compassion and sensitivityalso accept that you may hear a bad reaction from him and be prepared for this possibility,1,1,677,0.2935002996492747,0.7064997003507253,T
21,708,im a teenage girl and i feel very bad about my weight i dont know how to make it stop,selfesteem,one way may be to take some sort of physical movement class in which you will be regarded by the teacher as one of the students not the girl who weighs a certain amountin a movement class such as pilates yoga aerobics weights dance when the standard for clothing is somewhat fitted and shows more of our physical bodies than regular clothing and to be considered as one of the students not stigmatized for how much or how little you weigh may help you be as accepting of yourself as the teacher is of you,1,1,504,0.2960122714901165,0.7039877285098834,T
22,1384,"ive been with my partner for  years shes given me no reason not to trust her but lately ive been overreacting a lot when shes just doing normal things i think its triggering my bad past relationships
   how can i get rid of these insecurities and be more trusting with her",relationships,two paths are possibleyoure not overreacting and instead are genuinely sensing that something feels unsettled within your girlfriendyou are overreacting because you have difficulty accepting how safe and loving your relationship is with this personthe only way to find out is to start conversations with your girlfriend on how you feelthis will allow new light to open an answer as to the truthonce you know what truly is going on between the two of you your selftrust naturally will grow stronger selftrust will give you an accurate read of what and whom you are able to safely trust,1,1,584,0.2968379445938177,0.7031620554061823,T
23,2506,"ive been with my partner for  years shes given me no reason not to trust her but lately ive been overreacting a lot when shes just doing normal things i think its triggering my bad past relationships

how can i get rid of these insecurities and be more trusting with her",relationships,two paths are possibleyoure not overreacting and instead are genuinely sensing that something feels unsettled within your girlfriendyou are overreacting because you have difficulty accepting how safe and loving your relationship is with this personthe only way to find out is to start conversations with your girlfriend on how you feelthis will allow new light to open an answer as to the truthonce you know what truly is going on between the two of you your selftrust naturally will grow stronger selftrust will give you an accurate read of what and whom you are able to safely trust,1,1,584,0.2968379445938177,0.7031620554061823,T
24,639,my daughter is in later elementary school she cant color in the lines her words jumble together when she writes unless there are big spaces or she skips lines,parenting,if your daughter is the same age as most of the other students in her class and the other students easily complete the tasks you list here then there is a problem in the performance of these tasks for your daughterwithout knowing more about the context of your daughters life for example is she a new student to the school and class are there major stressors in the home environment does your daughter have friends does your daughter have the same problems she has in school when she is in other environmentsalso who is telling you she has these problems  are you the one who notices what you describe here or is your daughter or is her teacher telling you these factsdepending on your answers to the questions start to get clarity with the classroom teacher and the school guidance counselor as to the source of your daughters problemgood luck,1,1,844,0.2987173990111806,0.7012826009888193,T
25,1131,weve been dating for two months now i have a heavy past that gets him angry does he have a right to penalize me for things i did before i met him,intimacy,not in my book youre only two months in at this early stage this is a bit of a warning sign if he cant accept or feel comfortable with who you are and decisions youve made theres already a level of discomfort here that shouldnt be ignored no he doesnt have the right to penalize you or punish you not just for past thingsnot for anything what he does get to do it tell you how it affects him sureif he feels uncomfortable or needs reassurancelisten to those things but if he doesnt dig who you are maybe he can walk the other way,1,1,529,0.2996391660300909,0.7003608339699091,T
26,787,i got married in  i have a two year old son his mom and i decided to separate due to my infidelities weve tried to reconcile our differences but it never works out since weve been separated ive dated someone and we are expecting a baby girl is this something i should mention to my wife the current woman whom im dating has been telling me for months to break up with her but its hard because i actually love her,relationshipdissolution,my answer is yes you should tell her because you have a child with her she is the mother of your son and this new baby would be his half sister i think telling her is mature and appropriate usually procrastinating just makes it worseanother thing to consider would you want her to tell you if she was pregnant with her boyfriends baby hope this helps take care,1,1,360,0.3034661017602499,0.6965338982397501,T
27,835,ive been suppressing it for quite some time but there are days when i cant make eye contact with her i think she knows and we both admitted there was some type of vibe but the overall discussion was vague i think she could possibly be dating someone that works with us its driving me crazy as an act of expression i have purchased a gift for her thats personalized i havent given it to her yet,workplacerelationships,there are many possible ways dating your boss could go awry and jeopardize your occupational wellbeing so my recommendation is to hold off on presenting your boss with a personalized gift and instead focus on building attraction and romantic interest with someone who is not at the workplace  sometimes the element of power and unavailability can heighten our sexual interest but that doesnt mean its a healthy idea to pursue someone who is in a position of power over you at your workplace,1,1,490,0.3065392816798477,0.6934607183201523,T
28,977,were in an eight year relationship my boyfriend drinks a lot he experienced childhood trauma i dont know how to deal with violent outbursts,angermanagement,you shouldnt need to educate yourself on violent outbursts  he is the one in the position to change his violent outbursts   they are his behavior not yours  all youre trying to do is have a relationship with this guythe one task to do is during a quiet time to tell your boyfriend the way you feel about his outburstshis answer whether he denies having a problem blames you for his problem tells you the problem isnt so bad why are you complaining tells you a lot about his willingness to changewhether or not he considers himself to have a problem and wants to change himself is very good for you to knowthis tells you what to expect from him in future   you can reflect and plan ahead for your own life depending on your tolerance and willingness to live with what he answers you,1,1,781,0.3086409993272915,0.6913590006727085,T
29,1147,my partner and i have had an amazing relationship and connection for over two years were very committed to each other and are planning a very long life together however he recently was very open and honest that he isnt interested in having sex with me anymore he says this has happened in every past relationships and has ended it as a result he knows its because its the same person feeling but how can he get over this,intimacy,i wonder how long anymore will be for your boyfriendsince you both are planning a long life together instead of his custom of ending relationships when he feels bored with the sex he will be facing the situation of being in a relationship and not having sex with his partner to whom he is committedwhat are your own views on the meaning of sex in a relationshipknowing this will help you be better able to collaborate with your boyfriend on finding ways of balancing what you each would like,1,1,491,0.3108358987352043,0.6891641012647957,T
30,1432,"my girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her so for the past  years its been just me and my girlfriend things have been great up until the last month now she ignores me and texts and hangs oit with her friend more and more
   i dont know what to do anymore my girlfriend is so distant how do i keep from losing her",relationships,well if you each want to be with the other than no one will be losthave you told her about feeling slighted  start telling her about your feelings  how she responds to you will tell you a lot about where her heart is and maybe too some of the reasons she has been so involved w the friendwho knows maybe the friend has problems of her own and your gf is spending extra time w the friend to help the friend and doesnt even know you feel hurtyou would do yourself and your gf a lot of good to tell more about your feelings  either you will get more closeness and consideration or not  at least you will have the truth,1,1,615,0.3128162418567259,0.687183758143274,T
31,645,when my son was a teenager we sent him to live with his dad because of the constant disrespectful attitude a week after he graduated his dad made him leave because of the same issues all four parents tried to talk to him and he just refuses help all around he is now living with his grandparents he had a job and took steps to get his license and an insured vehicle i thought he was heading down the right road and then he tells me he quit his job because he didnt like it i just dont know what to do,parenting,probably the best way to be supportive of your son is to tell him what bothers you about the way hes handling himselfif youd like him to work with your suggestions then before you make critical comments be sure to validate his strong points and to recognize his natural talentspeople are much more likely to take advice if the person feels the criticism is spoken by someone who respects them and isnt only critical of themoffer your availability to talk with him if you genuinely feel available to speak with him in a nonjudgmental way,1,1,536,0.3133977356757508,0.6866022643242492,T
32,2557,weve been in a long distance relationship for two and a half years i recently saw his phone and saw the people he texts the most and one of them was a  female coworker i dont know how to approach this situation how do i ask him about it,relationships,if youd like to ask a question then go ahead and askboyfriendgirlfriend is a close relationship and it is usually understood as an exclusive relationship  youre definitely entitled to know if your wishes to not have him texting another woman are being respectedoften people are afraid to ask because they fear the truth will hurt themin the short term this is definitely truein the long term knowing you are getting what you want and at the very least stating your expectations to your boyfriend will clarify for him what is meaningful in your relationship,1,1,556,0.3165253439570861,0.6834746560429139,T
33,1349,weve been in a long distance relationship for two and a half years i recently saw his phone and saw the people he texts the most and one of them was a female coworker i dont know how to approach this situation how do i ask him about it,relationships,if youd like to ask a question then go ahead and askboyfriendgirlfriend is a close relationship and it is usually understood as an exclusive relationship  youre definitely entitled to know if your wishes to not have him texting another woman are being respectedoften people are afraid to ask because they fear the truth will hurt themin the short term this is definitely truein the long term knowing you are getting what you want and at the very least stating your expectations to your boyfriend will clarify for him what is meaningful in your relationship,1,1,556,0.3165253439570861,0.6834746560429139,T
34,570,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,your daughter is suffering from extremes of perfectionism she needs to know that god accepts her as she is i can provide her with a knowledge of her godgiven inborn temperament to help her find her godesteem,1,1,207,0.3184384299392273,0.6815615700607727,T
35,677,my daughter didnt see her biological father for the last three years she doesnt want to see him because she remember really bad things from him such as domestic violence and child abuse the visitation is with supervision but she refuses to see him is it better to take my daughter to the therapist and try to see him after the therapy,parenting,has the father or the visitation supervisor contacted you regarding why your daughter hasnt shown up for the past three years worth of supervised visitationor is the supervised visitation a new development for the bio dad and your daughterif no one is pressuring or expecting your daughter to show up no one has even asked where she is why she isnt present then i dont see any reason for you to offer more effort by your daughter than the father is willing to make for seeing herif your daughter is willing to talk with a therapist then let her find out first hand if the sessions seem useful or notthe one move id avoid is to force your daughter to go to a therapist since growing up in a household in which child abuse took place being forced may remind her of her own feelings from this past of feeling no one heard or cared about the way she wanted to be treated,1,1,866,0.3190184096557521,0.6809815903442479,T
36,2504,over a year ago i had a female friend she turned out to be kind of crazy so i decided to stop talking to her  when she would call me i wouldnt answer the phone this made my girlfriend really suspicious she would ask me why i wouldnt ever answer that phone number i told my girlfriend that i dont want to be friends with that other woman but i dont think she believes me how can i get my girlfriend to understand,relationshipssocial relationships,open and honest communication can go a long way in situations like yours your girlfriend may be suspicious if you dont give her enough information answer her questions fully ask for her suggestions as to how to handle this female friend ask for your girlfriend for help in getting the female friend to understand that you are not interested in continuing the friendship if you are honest with your friend your girlfriend will probably feel like you are being honest with her,1,1,474,0.3206681832732827,0.6793318167267173,T
37,1381,over a year ago i had a female friend she turned out to be kind of crazy so i decided to stop talking to her when she would call me i wouldnt answer the phone this made my girlfriend really suspicious she would ask me why i wouldnt ever answer that phone number i told my girlfriend that i dont want to be friends with that other woman but i dont think she believes me how can i get my girlfriend to understand,relationships,open and honest communication can go a long way in situations like yours your girlfriend may be suspicious if you dont give her enough information answer her questions fully ask for her suggestions as to how to handle this female friend ask for your girlfriend for help in getting the female friend to understand that you are not interested in continuing the friendship if you are honest with your friend your girlfriend will probably feel like you are being honest with her,1,1,474,0.3206681832732827,0.6793318167267173,T
38,596,"there is just no communication at all between us she sleeps constantly all day not at night she acts angry and unfocused and stays in her very messy room all the time the only time she comes out is to eat    she has aches and fatigue weight gain hair loss and skin problems she does not look after her health
   i dont know how to communicate with her she is not open to any suggestions how do i get through to her",parenting,not much to go on  her age medical etc  this can be frustrating seeing a loved one sick  find what interests her or has an influence over her  if you know whymaybe try and allow her to heal  presents things in front of her that give her no choice but to focus on instead of what has put her in this state  what brings her joy good luck,1,1,335,0.3214507628108581,0.6785492371891418,T
39,248,i have been dealing with depression and anxiety for a number of years i have been on medication but lately my depression has felt worse can counseling help,depression,my initial response  consider a more comprehensive mh assessment to determine other factors a medical evaluation is warranted to rule out poor health issues blood work is helpful review what hadnt helped,1,1,203,0.3222539108182579,0.6777460891817421,T
40,1230,im a teenage gay girl and im in love with a girl a few years older than me she loves me too but were not physically together at the moment ive been thinking about being transgender soon too but my family doesnt accept me so i honestly dont know what to do about that because i feel like i have to constantly hide the real me it hurts so much to hide the real me what can i do,familyconflict,many people do not accept the reality of gender beyond male and femaleobviously if your family doesnt accept your questioning status then this feels painfulall you really can do is continue your selfexamination and know youre in a nonsupportive family of doing soto know the truth about your surroundings is much better than to not know and also much better than pretending you are not in your current phase of gender expression questioning,1,1,440,0.3257507327182156,0.6742492672817844,T
41,1287,im in my midtwenties now and my boyfriend of seven years and i want to start a life my mother is  codependent on me and is extremely manipulative she suffers from type  diabetes which she uses to guilt me if i ever leave her the problem is that i will feel guilty,familyconflict,focus more on your own life and less on the very heavy descriptors you wrote to describe your momall the words you wrote represent psychological conditions which are either lifelong or take a lot of motivation and effort to changesince the only person who can change how your mom handles her life is your mom and you are the only one who can do the same for yourself devote more energy and time to living your own life fully despite the emotions you feel regarding her,1,1,468,0.3258682100531562,0.6741317899468438,T
42,551,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,sounds like your daughter is a high achiever and is keenly aware of what is required of her and what other expectations are for her she may need to speak with someone if this is disturbing her life or causing her undue stress,1,1,225,0.3259487685013793,0.6740512314986207,T
